"Vaccine","Geography Type","Geography","Survey Year/Influenza Season","Dimension Type","Dimension","Estimate (%)","95% CI (%)","Sample Size"
"Influenza","States","Rhode Island","2012","Age","25-34 Years","61.4","57.4 to 65.3","681"
"Influenza","States","Rhode Island","2012","Age",">=35 Years","62.5","55.3 to 69.3","212"
"Influenza","States","North Carolina","2017","Age",">=18 Years","65.7","62.0 to 69.2","968"
"Influenza","States","North Carolina","2017","Age","18-24 Years","59.5","51.3 to 67.4","203"
"Influenza","States","North Carolina","2017","Age","25-34 Years","65.9","61.2 to 70.4","591"
"Influenza","States","North Carolina","2017","Age",">=35 Years","75.5","66.5 to 83.1","174"
"Influenza","States","North Carolina","2017","Race and Ethnicity","White, Non-Hispanic","68.1","63.4 to 72.5","544"
"Influenza","States","North Carolina","2017","Race and Ethnicity","Black, Non-Hispanic","57.9","48.4 to 67.0","196"
"Influenza","States","North Carolina","2017","Race and Ethnicity","Hispanic","68.3","58.9 to 76.7","153"
"Influenza","States","North Carolina","2017","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","63.5","48.7 to 76.7","75"
"Influenza","States","North Carolina","2018","Age",">=18 Years","62.3","58.4 to 66.1","889"
"Influenza","States","North Carolina","2018","Age","18-24 Years","62.5","54.0 to 70.5","201"
"Influenza","States","North Carolina","2018","Age","25-34 Years","61.2","56.0 to 66.3","510"
"Influenza","States","North Carolina","2018","Age",">=35 Years","64.9","55.8 to 73.3","178"
"Influenza","States","North Carolina","2018","Race and Ethnicity","White, Non-Hispanic","66.8","61.9 to 71.4","492"
"Influenza","States","North Carolina","2018","Race and Ethnicity","Black, Non-Hispanic","44.3","34.0 to 54.9","156"
"Influenza","States","North Carolina","2018","Race and Ethnicity","Hispanic","71.7","62.8 to 79.5","153"
"Influenza","States","North Carolina","2018","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","63.5","50.8 to 75.0","88"
"Influenza","States","North Carolina","2019","Age",">=18 Years","68.4","64.5 to 72.1","840"
"Influenza","States","North Carolina","2019","Age","18-24 Years","62.1","52.7 to 70.9","165"
"Influenza","States","North Carolina","2019","Age","25-34 Years","67.6","62.4 to 72.5","476"
"Influenza","States","North Carolina","2019","Age",">=35 Years","77.3","69.9 to 83.6","199"
"Influenza","States","North Carolina","2019","Race and Ethnicity","White, Non-Hispanic","70.2","65.0 to 75.0","445"
"Influenza","States","North Carolina","2019","Race and Ethnicity","Black, Non-Hispanic","55.2","45.5 to 64.6","176"
"Influenza","States","North Carolina","2019","Race and Ethnicity","Hispanic","78.7","70.0 to 85.8","152"
"Influenza","States","North Carolina","2019","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","72.0","57.4 to 83.9","67"
"Influenza","States","Alaska","2016","Race and Ethnicity","Black, Non-Hispanic","NR*","NR*",
"Influenza","States","Alaska","2016","Race and Ethnicity","Hispanic","72.3","58.5 to 83.6","117"
"Influenza","States","Alaska","2016","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","62.3","57.3 to 67.1","544"
"Influenza","States","Alaska","2013","Race and Ethnicity","Hispanic","53.1","38.0 to 67.8","113"
"Influenza","States","Alaska","2013","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","64.9","60.2 to 69.4","567"
"Influenza","States","Alaska","2013","Age",">=18 Years","57.6","54.1 to 61.1","1240"
"Influenza","States","Alaska","2014","Age",">=35 Years","66.9","56.2 to 76.5","142"
"Influenza","States","Alaska","2014","Race and Ethnicity","White, Non-Hispanic","55.9","50.6 to 61.1","479"
"Influenza","States","Alaska","2014","Race and Ethnicity","Black, Non-Hispanic","NR*","NR*",
"Influenza","States","Alaska","2014","Race and Ethnicity","Hispanic","66.6","50.5 to 80.3","129"
"Influenza","States","Alaska","2014","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","69.7","64.7 to 74.3","506"
"Influenza","States","Alaska","2014","Age","18-24 Years","60.5","53.7 to 67.0","356"
"Influenza","States","Alaska","2014","Age","25-34 Years","61.5","56.8 to 66.1","647"
"Influenza","States","Alaska","2014","Age",">=18 Years","61.8","58.2 to 65.3","1145"
"Influenza","States","Alaska","2013","Age","18-24 Years","61.5","54.9 to 67.8","373"
"Influenza","States","Alaska","2013","Age","25-34 Years","55.3","50.6 to 59.9","693"
"Influenza","States","Alaska","2013","Age",">=35 Years","58.5","48.5 to 68.0","174"
"Influenza","States","Alaska","2013","Race and Ethnicity","White, Non-Hispanic","53.0","47.8 to 58.1","527"
"Influenza","States","Alaska","2013","Race and Ethnicity","Black, Non-Hispanic","NR*","NR*","32"
"Influenza","States","Alaska","2015","Age","25-34 Years","57.6","52.7 to 62.4","631"
"Influenza","States","Alaska","2015","Age",">=35 Years","54.3","44.2 to 64.2","162"
"Influenza","States","Alaska","2015","Race and Ethnicity","White, Non-Hispanic","51.3","45.8 to 56.8","440"
"Influenza","States","Alaska","2015","Race and Ethnicity","Black, Non-Hispanic","NR*","NR*",
"Influenza","States","Alaska","2015","Race and Ethnicity","Hispanic","58.4","44.7 to 71.2","137"
"Influenza","States","Alaska","2015","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","64.1","59.1 to 68.8","533"
"Influenza","States","Alaska","2019","Age",">=18 Years","62.9","59.3 to 66.4","1006"
"Influenza","States","Alaska","2019","Age","18-24 Years","62.8","54.9 to 70.3","241"
"Influenza","States","Alaska","2019","Age","25-34 Years","62.3","57.4 to 67.0","567"
"Influenza","States","Alaska","2019","Age",">=35 Years","65.2","57.1 to 72.7","198"
"Influenza","States","Alaska","2019","Race and Ethnicity","White, Non-Hispanic","57.9","52.4 to 63.2","412"
"Influenza","States","Alaska","2019","Race and Ethnicity","Black, Non-Hispanic","NR*","NR*",
"Influenza","States","Alaska","2019","Race and Ethnicity","Hispanic","61.9","46.4 to 75.8","65"
"Influenza","States","Alaska","2019","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","71.4","66.9 to 75.6","509"
"Influenza","States","Alaska","2015","Age",">=18 Years","56.7","53.1 to 60.3","1154"
"Influenza","States","Alaska","2015","Age","18-24 Years","56.2","49.6 to 62.6","361"
"Influenza","States","Alaska","2016","Age",">=18 Years","57.4","53.7 to 61.0","1133"
"Influenza","States","Alaska","2016","Age","18-24 Years","60.1","52.9 to 67.0","313"
"Influenza","States","Alaska","2016","Age","25-34 Years","56.2","51.4 to 61.0","642"
"Influenza","States","Alaska","2016","Age",">=35 Years","57.6","47.4 to 67.4","178"
"Influenza","States","Alaska","2016","Race and Ethnicity","White, Non-Hispanic","51.4","45.8 to 57.0","426"
"Influenza","States","Alaska","2017","Age",">=18 Years","59.0","55.1 to 62.8","1001"
"Influenza","States","Alaska","2017","Age","18-24 Years","54.9","46.0 to 63.5","221"
"Influenza","States","Alaska","2017","Age","25-34 Years","57.4","52.5 to 62.2","621"
"Influenza","States","Alaska","2017","Age",">=35 Years","72.0","62.2 to 80.5","159"
"Influenza","States","Alaska","2017","Race and Ethnicity","White, Non-Hispanic","55.1","49.4 to 60.7","429"
"Influenza","States","Alaska","2017","Race and Ethnicity","Black, Non-Hispanic","NR*","NR*",
"Influenza","States","Alaska","2017","Race and Ethnicity","Hispanic","NR*","NR*","83"
"Influenza","States","Alaska","2017","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","64.4","59.2 to 69.4","458"
"Influenza","States","Alaska","2018","Age",">=18 Years","60.8","57.0 to 64.5","961"
"Influenza","States","Alaska","2018","Age","18-24 Years","65.9","57.9 to 73.3","232"
"Influenza","States","Alaska","2018","Age","25-34 Years","57.8","53.0 to 62.5","579"
"Influenza","States","Alaska","2018","Age",">=35 Years","65.5","55.5 to 74.6","150"
"Influenza","States","Alaska","2018","Race and Ethnicity","White, Non-Hispanic","56.1","50.4 to 61.7","389"
"Influenza","States","Alaska","2018","Race and Ethnicity","Black, Non-Hispanic","NR*","NR*",
"Influenza","States","Alaska","2018","Race and Ethnicity","Hispanic","61.0","45.4 to 75.1","67"
"Influenza","States","Alaska","2018","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","66.3","61.5 to 70.9","483"
"Influenza","States","Hawaii","2013","Age",">=18 Years","50.6","47.0 to 54.2","1413"
"Influenza","States","Hawaii","2021","Age",">=18 Years","59.8","56.2 to 63.3","1321"
"Influenza","States","Hawaii","2021","Age","18-24 Years","51.9","42.4 to 61.3","188"
"Influenza","States","Hawaii","2021","Age","25-34 Years","62.4","57.6 to 67.1","744"
"Influenza","States","Hawaii","2021","Age",">=35 Years","59.3","52.1 to 66.2","389"
"Tdap","States","Hawaii","2021","Age",">=18 Years","75.2","72.0 to 78.2","1258"
"Tdap","States","Hawaii","2021","Age","18-24 Years","72.8","64.2 to 80.3","176"
"Tdap","States","Hawaii","2021","Age","25-34 Years","74.8","70.4 to 78.9","712"
"Tdap","States","Hawaii","2021","Age",">=35 Years","77.3","71.0 to 82.8","370"
"Influenza","States","Hawaii","2014","Age",">=18 Years","52.3","48.5 to 56.1","1246"
"Influenza","States","Hawaii","2014","Age","18-24 Years","52.1","43.9 to 60.2","273"
"Influenza","States","Hawaii","2014","Age","25-34 Years","51.5","46.4 to 56.6","723"
"Influenza","States","Hawaii","2014","Age",">=35 Years","54.7","45.7 to 63.5","250"
"Influenza","States","Hawaii","2014","Race and Ethnicity","White, Non-Hispanic","53.4","45.2 to 61.5","276"
"Influenza","States","Hawaii","2014","Race and Ethnicity","Black, Non-Hispanic","NR*","NR*",
"Influenza","States","Hawaii","2014","Race and Ethnicity","Hispanic","47.0","36.4 to 57.8","179"
"Influenza","States","Hawaii","2014","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","53.1","48.2 to 58.0","769"
"Influenza","States","Hawaii","2016","Age",">=18 Years","58.9","54.7 to 63.0","1055"
"Influenza","States","Hawaii","2016","Age","18-24 Years","58.3","48.1 to 68.0","191"
"Influenza","States","Hawaii","2016","Age","25-34 Years","57.0","51.5 to 62.4","624"
"Influenza","States","Hawaii","2016","Age",">=35 Years","64.1","55.2 to 72.3","240"
"Influenza","States","Hawaii","2016","Race and Ethnicity","White, Non-Hispanic","46.4","36.6 to 56.4","213"
"Influenza","States","Hawaii","2016","Race and Ethnicity","Black, Non-Hispanic","NR*","NR*",
"Influenza","States","Hawaii","2016","Race and Ethnicity","Hispanic","55.7","44.8 to 66.2","159"
"Influenza","States","Hawaii","2016","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","62.4","57.1 to 67.5","663"
"Influenza","States","Hawaii","2015","Race and Ethnicity","Hispanic","58.0","47.9 to 67.6","179"
"Influenza","States","Hawaii","2015","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","61.7","57.0 to 66.2","775"
"Influenza","States","Hawaii","2021","Race and Ethnicity","White, Non-Hispanic","59.2","50.5 to 67.5","259"
"Influenza","States","Hawaii","2021","Race and Ethnicity","Black, Non-Hispanic","NR*","NR*",
"Influenza","States","Hawaii","2021","Race and Ethnicity","Hispanic","53.3","43.9 to 62.6","217"
"Influenza","States","Hawaii","2021","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","61.4","56.8 to 65.8","830"
"Tdap","States","Hawaii","2021","Race and Ethnicity","White, Non-Hispanic","70.5","62.2 to 77.9","255"
"Tdap","States","Hawaii","2021","Race and Ethnicity","Black, Non-Hispanic","NR*","NR*",
"Tdap","States","Hawaii","2021","Race and Ethnicity","Hispanic","74.6","65.8 to 82.1","207"
"Tdap","States","Hawaii","2021","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","76.7","72.7 to 80.3","783"
"Influenza","States","Hawaii","2015","Age","18-24 Years","56.4","48.4 to 64.1","269"
"Influenza","States","Hawaii","2015","Age","25-34 Years","59.8","54.9 to 64.5","712"
"Influenza","States","Hawaii","2015","Age",">=35 Years","60.0","51.2 to 68.3","263"
"Influenza","States","Hawaii","2015","Race and Ethnicity","White, Non-Hispanic","48.9","40.6 to 57.3","268"
"Influenza","States","Hawaii","2015","Race and Ethnicity","Black, Non-Hispanic","NR*","NR*",
"Influenza","States","Hawaii","2015","Age",">=18 Years","59.1","55.4 to 62.7","1244"
"Influenza","States","Hawaii","2019","Age",">=18 Years","64.6","59.1 to 69.8","607"
"Influenza","States","Hawaii","2019","Age","18-24 Years","59.1","44.2 to 72.9","98"
"Influenza","States","Hawaii","2019","Age","25-34 Years","67.6","60.3 to 74.3","335"
"Influenza","States","Hawaii","2019","Age",">=35 Years","61.6","50.5 to 71.9","174"
"Influenza","States","Hawaii","2019","Race and Ethnicity","White, Non-Hispanic","52.1","39.0 to 65.0","130"
"Influenza","States","Hawaii","2019","Race and Ethnicity","Black, Non-Hispanic","NR*","NR*",
"Influenza","States","Hawaii","2019","Race and Ethnicity","Hispanic","67.9","53.0 to 80.6","73"
"Influenza","States","Hawaii","2019","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","67.0","60.0 to 73.4","387"
"Tdap","States","Hawaii","2016","Age",">=18 Years","65.8","61.7 to 69.8","946"
"Tdap","States","Hawaii","2016","Age","18-24 Years","61.2","50.4 to 71.3","166"
"Tdap","States","Hawaii","2020","Age",">=18 Years","77.3","74.0 to 80.4","1109"
"Tdap","States","Hawaii","2019","Age",">=18 Years","76.7","71.6 to 81.3","570"
"Tdap","States","Hawaii","2020","Age","18-24 Years","74.0","64.6 to 82.0","185"
"Tdap","States","Hawaii","2019","Age","18-24 Years","83.8","74.5 to 90.7","90"
"Tdap","States","Hawaii","2020","Age","25-34 Years","78.5","74.1 to 82.5","624"
"Tdap","States","Hawaii","2019","Age","25-34 Years","76.9","69.5 to 83.2","313"
"Tdap","States","Hawaii","2016","Age","25-34 Years","66.1","60.7 to 71.3","563"
"Tdap","States","Hawaii","2016","Race and Ethnicity","Black, Non-Hispanic","NR*","NR*",
"Tdap","States","Hawaii","2020","Age",">=35 Years","77.1","70.5 to 82.8","300"
"Tdap","States","Hawaii","2019","Age",">=35 Years","71.8","61.0 to 81.0","167"
"Tdap","States","Hawaii","2016","Age",">=35 Years","68.3","59.3 to 76.4","217"
"Tdap","States","Hawaii","2016","Race and Ethnicity","White, Non-Hispanic","59.1","49.3 to 68.4","202"
"Tdap","States","Hawaii","2020","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","77.7","73.3 to 81.7","670"
"Tdap","States","Hawaii","2019","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","82.5","77.0 to 87.2","361"
"Tdap","States","Hawaii","2016","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","67.7","62.3 to 72.8","583"
"Tdap","States","Hawaii","2020","Race and Ethnicity","Hispanic","78.1","69.7 to 85.1","181"
"Tdap","States","Hawaii","2019","Race and Ethnicity","Hispanic","NR*","NR*","66"
"Tdap","States","Hawaii","2016","Race and Ethnicity","Hispanic","63.8","52.9 to 73.8","142"
"Tdap","States","Hawaii","2019","Race and Ethnicity","Black, Non-Hispanic","NR*","NR*",
"Tdap","States","Hawaii","2020","Race and Ethnicity","Black, Non-Hispanic","NR*","NR*",
"Tdap","States","Hawaii","2020","Race and Ethnicity","White, Non-Hispanic","77.1","69.8 to 83.3","241"
"Tdap","States","Hawaii","2019","Race and Ethnicity","White, Non-Hispanic","72.9","60.8 to 82.9","126"
"Influenza","States","Hawaii","2022","Age","18-24 Years","56.5","47.3 to 65.4","214"
"Influenza","States","Hawaii","2022","Age","25-34 Years","57.9","52.8 to 62.9","710"
"Tdap","States","Hawaii","2022","Age","18-24 Years","72.1","63.2 to 79.9","205"
"Tdap","States","Hawaii","2022","Age","25-34 Years","76.7","72.4 to 80.6","685"
"Influenza","States","Hawaii","2022","Race and Ethnicity","White, Non-Hispanic","54.5","45.7 to 63.1","261"
"Influenza","States","Hawaii","2022","Race and Ethnicity","Black, Non-Hispanic","NR*","NR*",
"Influenza","States","Hawaii","2022","Race and Ethnicity","Hispanic","43.7","34.7 to 53.0","237"
"Influenza","States","Hawaii","2022","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","62.4","57.6 to 67.0","766"
"Tdap","States","Hawaii","2022","Race and Ethnicity","White, Non-Hispanic","67.4","59.1 to 74.9","260"
"Tdap","States","Hawaii","2022","Race and Ethnicity","Black, Non-Hispanic","NR*","NR*",
"Tdap","States","Hawaii","2022","Race and Ethnicity","Hispanic","70.7","62.5 to 78.0","234"
"Tdap","States","Hawaii","2022","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","79.3","75.2 to 83.0","726"
"Influenza","States","Hawaii","2022","Age",">=18 Years","57.8","54.1 to 61.5","1286"
"Influenza","States","Hawaii","2022","Age",">=35 Years","58.5","51.1 to 65.6","362"
"Tdap","States","Hawaii","2022","Age",">=18 Years","75.5","72.3 to 78.5","1242"
"Tdap","States","Hawaii","2022","Age",">=35 Years","75.5","69.1 to 81.2","352"
"Influenza","States","Iowa","2016","Age",">=18 Years","69.3","64.9 to 73.4","950"
"Influenza","States","Iowa","2016","Age","18-24 Years","60.3","50.0 to 70.0","242"
"Influenza","States","Iowa","2016","Age","25-34 Years","70.7","65.3 to 75.7","580"
"Influenza","States","Iowa","2016","Age",">=35 Years","77.4","65.0 to 87.0","128"
"Influenza","States","Iowa","2016","Race and Ethnicity","White, Non-Hispanic","69.5","64.2 to 74.5","329"
"Influenza","States","Iowa","2016","Race and Ethnicity","Black, Non-Hispanic","61.7","56.0 to 67.1","311"
"Influenza","States","Iowa","2016","Race and Ethnicity","Hispanic","69.4","63.7 to 74.7","290"
"Influenza","States","Iowa","2016","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","NR*","NR*",
"Influenza","States","Iowa","2017","Age",">=18 Years","69.7","65.2 to 73.9","1006"
"Influenza","States","Iowa","2017","Age","18-24 Years","63.2","53.0 to 72.6","256"
"Influenza","States","Iowa","2017","Age","25-34 Years","70.9","65.3 to 76.1","605"
"Influenza","States","Iowa","2017","Age",">=35 Years","75.3","62.4 to 85.6","145"
"Influenza","States","Iowa","2017","Race and Ethnicity","White, Non-Hispanic","70.7","65.1 to 75.8","314"
"Influenza","States","Iowa","2017","Race and Ethnicity","Black, Non-Hispanic","57.0","51.6 to 62.3","346"
"Influenza","States","Iowa","2017","Race and Ethnicity","Hispanic","71.5","66.1 to 76.4","312"
"Influenza","States","Iowa","2017","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","NR*","NR*","34"
"Influenza","States","Iowa","2018","Race and Ethnicity","Black, Non-Hispanic","61.4","55.4 to 67.1","279"
"Influenza","States","Iowa","2018","Race and Ethnicity","Hispanic","71.1","65.4 to 76.4","277"
"Influenza","States","Iowa","2018","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","NR*","NR*",
"Influenza","States","Iowa","2019","Age",">=18 Years","72.3","67.0 to 77.2","808"
"Influenza","States","Iowa","2019","Age","18-24 Years","62.8","48.1 to 76.0","177"
"Influenza","States","Iowa","2019","Age","25-34 Years","73.7","67.3 to 79.4","495"
"Influenza","States","Iowa","2019","Age",">=35 Years","78.2","65.0 to 88.2","136"
"Influenza","States","Iowa","2019","Race and Ethnicity","White, Non-Hispanic","73.2","66.7 to 79.1","241"
"Influenza","States","Iowa","2019","Race and Ethnicity","Black, Non-Hispanic","62.6","56.6 to 68.3","280"
"Influenza","States","Iowa","2019","Race and Ethnicity","Hispanic","74.1","68.4 to 79.2","278"
"Influenza","States","Iowa","2019","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","NR*","NR*",
"Influenza","States","Iowa","2013","Age",">=18 Years","64.4","60.0 to 68.6","1097"
"Influenza","States","Iowa","2013","Age","18-24 Years","55.0","46.1 to 63.7","384"
"Influenza","States","Iowa","2013","Age","25-34 Years","69.1","63.7 to 74.1","602"
"Influenza","States","Iowa","2013","Age",">=35 Years","59.8","45.7 to 72.8","111"
"Influenza","States","Iowa","2013","Race and Ethnicity","Black, Non-Hispanic","61.8","56.1 to 67.3","306"
"Influenza","States","Iowa","2013","Race and Ethnicity","White, Non-Hispanic","65.6","60.5 to 70.5","375"
"Influenza","States","Iowa","2013","Race and Ethnicity","Hispanic","59.5","54.5 to 64.4","398"
"Influenza","States","Iowa","2013","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","NR*","NR*",
"Influenza","States","Iowa","2014","Age",">=18 Years","65.8","61.2 to 70.2","1060"
"Influenza","States","Iowa","2014","Age","18-24 Years","54.6","44.8 to 64.1","307"
"Influenza","States","Iowa","2014","Age","25-34 Years","69.9","64.3 to 75.1","615"
"Influenza","States","Iowa","2014","Age",">=35 Years","66.3","51.0 to 79.4","138"
"Influenza","States","Iowa","2014","Race and Ethnicity","White, Non-Hispanic","66.9","61.5 to 72.0","332"
"Influenza","States","Iowa","2014","Race and Ethnicity","Black, Non-Hispanic","55.8","50.2 to 61.3","319"
"Influenza","States","Iowa","2014","Race and Ethnicity","Hispanic","67.9","63.1 to 72.5","397"
"Influenza","States","Iowa","2014","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","NR*","NR*",
"Influenza","States","Iowa","2018","Age",">=18 Years","74.7","69.7 to 79.2","817"
"Influenza","States","Iowa","2018","Age","18-24 Years","72.5","60.6 to 82.5","191"
"Influenza","States","Iowa","2018","Age","25-34 Years","76.3","69.9 to 81.9","489"
"Influenza","States","Iowa","2018","Age",">=35 Years","72.6","60.1 to 83.0","137"
"Influenza","States","Iowa","2018","Race and Ethnicity","White, Non-Hispanic","76.8","70.6 to 82.2","244"
"Influenza","States","Iowa","2015","Age","18-24 Years","64.4","53.8 to 74.1","281"
"Influenza","States","Iowa","2015","Age","25-34 Years","70.4","64.7 to 75.7","611"
"Influenza","States","Iowa","2015","Age",">=35 Years","72.2","59.9 to 82.4","161"
"Influenza","States","Iowa","2015","Race and Ethnicity","White, Non-Hispanic","70.4","64.9 to 75.5","330"
"Influenza","States","Iowa","2015","Age",">=18 Years","69.3","64.7 to 73.6","1053"
"Tdap","States","Iowa","2016","Race and Ethnicity","Black, Non-Hispanic","76.5","71.0 to 81.4","274"
"Tdap","States","Iowa","2020","Age",">=35 Years","80.4","67.2 to 90.0","105"
"Tdap","States","Iowa","2016","Age",">=35 Years","85.0","73.6 to 92.8","116"
"Tdap","States","Iowa","2017","Age",">=35 Years","91.7","81.9 to 97.2","134"
"Tdap","States","Iowa","2019","Age",">=35 Years","84.9","73.8 to 92.6","119"
"Tdap","States","Iowa","2018","Age",">=35 Years","79.6","67.2 to 88.9","124"
"Tdap","States","Iowa","2019","Race and Ethnicity","White, Non-Hispanic","86.9","81.5 to 91.2","231"
"Tdap","States","Iowa","2020","Race and Ethnicity","White, Non-Hispanic","89.6","85.4 to 92.9","304"
"Tdap","States","Iowa","2018","Race and Ethnicity","White, Non-Hispanic","85.5","80.0 to 90.0","237"
"Tdap","States","Iowa","2016","Age",">=18 Years","84.1","80.4 to 87.3","853"
"Tdap","States","Iowa","2016","Age","18-24 Years","84.1","75.6 to 90.5","217"
"Tdap","States","Iowa","2017","Age","18-24 Years","79.5","69.4 to 87.5","225"
"Tdap","States","Iowa","2019","Age",">=18 Years","86.3","82.0 to 89.9","718"
"Tdap","States","Iowa","2020","Age",">=18 Years","87.7","84.0 to 90.8","631"
"Tdap","States","Iowa","2018","Age",">=18 Years","83.9","79.3 to 87.8","739"
"Tdap","States","Iowa","2017","Age",">=18 Years","83.6","79.7 to 87.0","911"
"Tdap","States","Iowa","2020","Age","18-24 Years","90.1","79.9 to 96.2","107"
"Tdap","States","Iowa","2019","Age","18-24 Years","89.3","78.2 to 96.0","164"
"Tdap","States","Iowa","2018","Age","18-24 Years","82.2","70.2 to 90.8","169"
"Tdap","States","Iowa","2016","Race and Ethnicity","White, Non-Hispanic","84.9","80.4 to 88.7","317"
"Tdap","States","Iowa","2017","Race and Ethnicity","White, Non-Hispanic","83.6","78.8 to 87.7","301"
"Tdap","States","Iowa","2016","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","NR*","NR*",
"Tdap","States","Iowa","2020","Race and Ethnicity","Hispanic","79.1","61.7 to 91.1","39"
"Tdap","States","Iowa","2019","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","NR*","NR*",
"Tdap","States","Iowa","2020","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","NR*","NR*",
"Tdap","States","Iowa","2018","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","NR*","NR*",
"Tdap","States","Iowa","2017","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","NR*","NR*",
"Tdap","States","Iowa","2019","Race and Ethnicity","Black, Non-Hispanic","74.3","68.3 to 79.7","239"
"Tdap","States","Iowa","2016","Race and Ethnicity","Hispanic","75.8","69.9 to 81.0","245"
"Tdap","States","Iowa","2017","Race and Ethnicity","Hispanic","83.5","78.7 to 87.6","283"
"Tdap","States","Iowa","2019","Race and Ethnicity","Hispanic","85.3","80.2 to 89.5","240"
"Tdap","States","Iowa","2018","Race and Ethnicity","Hispanic","85.7","80.6 to 89.9","239"
"Tdap","States","Iowa","2019","Age","25-34 Years","85.8","80.2 to 90.3","435"
"Tdap","States","Iowa","2020","Age","25-34 Years","88.6","84.2 to 92.1","419"
"Tdap","States","Iowa","2016","Age","25-34 Years","84.0","79.3 to 88.0","520"
"Tdap","States","Iowa","2018","Age","25-34 Years","85.9","80.2 to 90.5","446"
"Tdap","States","Iowa","2017","Age","25-34 Years","83.4","78.6 to 87.5","552"
"Tdap","States","Iowa","2020","Race and Ethnicity","Black, Non-Hispanic","78.7","73.3 to 83.4","268"
"Tdap","States","Iowa","2018","Race and Ethnicity","Black, Non-Hispanic","78.2","72.5 to 83.2","248"
"Tdap","States","Iowa","2017","Race and Ethnicity","Black, Non-Hispanic","77.0","71.8 to 81.6","300"
"Influenza","States","Kansas","2021","Age",">=18 Years","61.7","58.0 to 65.3","1105"
"Influenza","States","Kansas","2021","Age","18-24 Years","53.3","44.8 to 61.6","235"
"Influenza","States","Kansas","2021","Age","25-34 Years","64.7","60.2 to 69.0","694"
"Influenza","States","Kansas","2021","Age",">=35 Years","60.6","50.5 to 70.1","176"
"Influenza","States","Kansas","2021","Race and Ethnicity","White, Non-Hispanic","63.7","59.4 to 67.8","787"
"Influenza","States","Kansas","2021","Race and Ethnicity","Black, Non-Hispanic","NR*","NR*","91"
"Influenza","States","Kansas","2021","Race and Ethnicity","Hispanic","59.0","48.7 to 68.8","153"
"Influenza","States","Kansas","2021","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","57.1","41.7 to 71.5","71"
"Influenza","States","Kansas","2022","Race and Ethnicity","White, Non-Hispanic","56.8","52.2 to 61.3","712"
"Influenza","States","Kansas","2022","Race and Ethnicity","Black, Non-Hispanic","NR*","NR*","75"
"Influenza","States","Kansas","2022","Race and Ethnicity","Hispanic","56.8","46.9 to 66.3","170"
"Influenza","States","Kansas","2022","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","NR*","NR*","63"
"Influenza","States","Kansas","2022","Age",">=18 Years","56.7","52.8 to 60.5","1020"
"Influenza","States","Kansas","2022","Age",">=35 Years","52.3","42.5 to 62.0","178"
"Influenza","States","Kansas","2022","Age","18-24 Years","51.4","43.0 to 59.7","244"
"Influenza","States","Kansas","2022","Age","25-34 Years","59.8","54.8 to 64.6","598"
"Influenza","States","Kansas","2017","Age",">=18 Years","65.9","61.8 to 69.8","967"
"Influenza","States","Kansas","2017","Age","18-24 Years","57.4","48.9 to 65.6","237"
"Influenza","States","Kansas","2017","Age","25-34 Years","69.5","64.3 to 74.3","585"
"Influenza","States","Kansas","2017","Age",">=35 Years","68.1","57.1 to 77.8","145"
"Influenza","States","Kansas","2017","Race and Ethnicity","White, Non-Hispanic","65.1","60.5 to 69.5","731"
"Influenza","States","Kansas","2017","Race and Ethnicity","Black, Non-Hispanic","NR*","NR*","70"
"Influenza","States","Kansas","2017","Race and Ethnicity","Hispanic","65.4","51.0 to 78.0","90"
